Routing Name,COUNTRY ,From PostCode,To PostCode,service type,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30
kiran,Lebanon,UB35zx,SW15xz,PR,TP2S,TP2S,TP2S,TP2S,TP2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Lesotho,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX
kiran,Liberia,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Libyan Arab Jamahiriya,SW15xz,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,49,53,1H,53,2S,2S,2S,2S,2S,2S,2S,2S,2S,
kiran,Liechtenstein,UB35zx,SW15xz,PR,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,Lithuania,SW15xz,SW15xz,PR,2S,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiran,Luxembourg,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Macao,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Madagascar,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2
kiran,Malawi,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX
kiran,Malaysia,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Maldives,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX
kiran,Mali,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,TP2,TP2,TP2,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX
kiran,Malta,UB35zx,SW15xz,PR,TP2,TP2,TP2,3HS,TP2,3HS,TP2,TP2,3HS,3HS,TP2,TP2,TP2,TP2,3HS,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,Marshall Islands,SW15xz,SW15xz,PR,TP2S,TP2S,TP2S,TP2S,TP2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Martinique,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX
kiran,Mauritania,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Mauritius,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,49,53,1H,53,2S,2S,2S,2S,2S,2S,2S,2S,2S,
kiran,Mayotte,SW15xz,SW15xz,PR,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,Mexico,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2
kiran,Micronesia Federated States of,SW15xz,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Moldova Republic of,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,49,53,1H,53,2S,2S,2S,2S,2S,2S,2S,2S,2S,
kiran,Monaco,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,Mongolia,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2
kiran,Montserrat,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Morocco,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Mozambique,SW15xz,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2
kiran,Myanmar,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,TP2,TP2,TP2,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2
kiran,Namibia,SW15xz,SW15xz,PR,TP2,TP2,TP2,3HS,TP2,3HS,TP2,TP2,3HS,3HS,TP2,TP2,TP2,TP2,3HS,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX
kiran,Nauru,UB35zx,SW15xz,PR,1H,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kiran,Nepal,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX
kiran,Netherlands,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX
kiran,Netherlands Antilles,SW15xz,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,New Caledonia,UB35zx,SW15xz,PR,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,New Zealand,SW15xz,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX
kiran,Nicaragua,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Niger,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,49,53,1H,53,2S,2S,2S,2S,2S,2S,2S,2S,2S,
kiran,Nigeria,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,Niue,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2
kiran,Norfolk Island,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Northern Mariana Islands,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Norway,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2
kiran,Oman,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,TP2,TP2,TP2,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2
kiran,Pakistan,UB35zx,SW15xz,PR,TP2,TP2,TP2,3HS,TP2,3HS,TP2,TP2,3HS,3HS,TP2,TP2,TP2,TP2,3HS,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX,ECX,ECX,ECX,2S,2S,2S,2S,2S,2S,2S,2S,2S,ECX
kiran,Palau,SW15xz,SW15xz,PR,TP2S,TP2S,TP2S,TP2S,TP2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Palestinian Territory Occupied,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX
kiran,Panama,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX,ECX,ECX,ECX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,ECX
kiran,Papua New Guinea,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,Paraguay,SW15xz,SW15xz,PR,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX
kiran,Peru,UB35zx,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX,DOX,DOX,DOX,3HS,3HS,3HS,3HS,3HS,3HS,TP2,TP2,TP2,DOX
kiran,Philippines,SW15xz,SW15xz,PR,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
kiran,Pitcairn,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,,,,,2S,2S,2S,2S,2S,2S,2S,2S,2S,49,53,1H,53,2S,2S,2S,2S,2S,2S,2S,2S,2S,53
kiran,Poland,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX
kiran,Portugal,UB35zx,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2
kiran,Puerto Rico,SW15xz,SW15xz,PR,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,TP2,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,DOX,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S,2S
